,isbn,work
8472,067077605X,OL14916948W
8473,0609810871,OL81623W
8474,1929068034,OL1401583W
8475,0517412942,OL1401743W
8476,1558614982,OL15829612W
8477,3499137305,OL2636676W
8478,0374500525,OL1345090W
8479,0812974417,OL152268W
8480,0870540386,OL152263W
8481,0345329457,OL18151277W
8482,0843943998,OL17800707W
8483,0007127774,OL152268W
8484,0679413359,OL16280231W
8485,0024277800,OL16280231W
8486,1904633382,OL1088803W
8487,1590171454,OL587608W
8488,0753453215,OL5876771W
8489,0425199320,OL84901W
8490,0140440461,OL15207978W
8491,0192835025,OL13090042W
8492,0140441050,OL15207978W
8493,0764804944,OL14866393W
8494,0140440224,OL531767W
8495,0393925870,OL531767W
8496,0310249872,OL23882622W
8497,1598184547,OL1099479W
8498,0786714956,OL18172435W
8499,0553213970,OL1099513W
8500,0237526883,OL1099280W
8501,0812972120,OL1099915W
8502,1589630947,OL1099449W
8503,1885586426,OL827467W
8504,1410103277,OL1099828W
8505,0451529774,OL1100007W
8506,0812968565,OL1100007W
8507,0812966422,OL1099915W
8508,1410102157,OL1099928W
8509,0307276783,OL7969830W
8510,0307338460,OL16057875W
8511,0340824468,OL468122W
8512,155874374X,OL2680134W
8513,0684856271,OL23098090W
8514,0684825104,OL24228231W
8515,0743418727,OL891949W
8516,0140085300,OL2944477W
8517,0140139974,OL2944476W
8518,156025114X,OL273591W
8519,0670831743,OL2944461W
8520,0060775858,OL151798W
8521,0061125938,OL151866W
8522,1594862958,OL2823949W
8523,0743291352,OL15845649W
8524,0345412818,OL15835835W
8525,0141314575,OL2718328W
8526,0896087646,OL18687920W
8527,140121195X,OL16027387W
8528,0895941414,OL2191789W
8529,0679742581,OL3243783W
8530,0739322796,OL3243765W
8531,0806133635,OL61981W
8532,0141013958,OL258758W
8533,0689036914,OL15046257W
8534,1557091625,OL39779W
8535,1557091552,OL39840W
8536,1557092648,OL15046173W
8537,155709263X,OL15046160W
8538,1851682341,OL9036263W
8539,0812975294,OL496781W
8540,0712678867,OL3423577W
8541,0821775898,OL14858087W
8542,0823084507,OL3342244W
8543,1585678139,OL8371802W
8544,0895872730,OL1845017W
8545,037575797X,OL44995W
8546,0140436995,OL44912W
8547,0192834916,OL44912W
8548,0743480716,OL1831578W
8549,1400049512,OL15016012W
8550,0060906820,OL89951W
8551,0439681367,OL2915105W
8552,1569716188,OL15120424W
8553,0743480724,OL1831578W
8554,0345483197,OL1865756W
8555,0375823611,OL517220W
8556,0156632772,OL1142294W
8557,0060925817,OL2011135W
8558,225315086X,OL2980902W
8559,0679434046,OL3467961W
8560,0521532485,OL362665W
8561,1903436338,OL362665W
8562,0521297656,OL362665W
8563,0684854759,OL506357W
8564,068484611X,OL506355W
8565,0316182745,OL16612020W
8566,0393978192,OL362699W
8567,0786928573,OL523428W
8568,1559362103,OL457347W
8569,1903436605,OL259010W
8570,1586634046,OL14917746W
8571,0521532477,OL259010W
8572,2266075187,OL3524935W
8573,2869595948,OL6248194W
8574,0822007355,OL10338662W
8575,0140444300,OL1063588W
8576,0691102570,OL20993268W
8577,0313324522,OL2959768W
8578,0300101058,OL9170454W
8579,0521532523,OL9170454W
8580,019832149X,OL362427W
8581,1580495788,OL362427W
8582,0521532531,OL362427W
8583,0764585746,OL362427W
8584,1586633589,OL11849353W
8585,1903436915,OL362427W
8586,222109249X,OL5959758W
8587,0679767398,OL2625405W
8588,0465007805,OL823145W
8589,0553157272,OL2482837W
8590,0091906814,OL1063301W
8591,0749307846,OL1063301W
8592,0743272773,OL8453853W
8593,0393324869,OL8061775W
8594,0938045555,OL8725526W
8595,0385334303,OL104151W
8596,1932361278,OL19166703W
8597,0060899220,OL3348011W
8598,0231138709,OL5841413W
8599,0785263713,OL15163888W
8600,0681403225,OL2163713W
8601,155704676X,OL8851506W
8602,0708823602,OL81621W
8603,0767921968,OL17743151W
8604,0349117624,OL8052942W
8605,0679721819,OL134426W
8606,0312422733,OL2721402W
8607,193336856X,OL2721403W
8608,0810114682,OL575639W
8609,1400033721,OL14861738W
8610,0758210183,OL515925W
8611,0758202954,OL515924W
8612,0758201559,OL515930W
8613,1575667215,OL515928W
8614,0758215045,OL17425858W
8615,006056668X,OL16056831W
8616,0758206828,OL13546155W
8617,0758213506,OL515929W
8618,1575667223,OL515923W
8619,082724231X,OL3296210W
8620,0060799900,OL1892674W
8621,0071359168,OL1892673W
8622,0887306667,OL15043953W
8623,0452267641,OL1892668W
8624,0060590297,OL16070101W
8625,0060735414,OL274942W
8626,0060735449,OL274937W
8627,0060590270,OL1987159W
8628,0060735422,OL274946W
8629,0060735457,OL274931W
8630,0140140824,OL19427491W
8631,039306106X,OL1871566W
8632,0961472820,OL1871502W
8633,1401207553,OL1871592W
8634,0393328600,OL1871587W
8635,1569719608,OL1871602W
8636,0345461533,OL3384232W
8637,159307543X,OL21005539W
8638,0141187069,OL15330915W
8639,1568821808,OL8523524W
8640,1568821409,OL5654130W
8641,1568821484,OL19568431W
8642,1568821743,OL4840218W
8643,1568821174,OL5728620W
8644,076072850X,OL1099280W
8645,0312199430,OL38124W
8646,0143038826,OL7989576W
8647,0205313426,OL38285W
8648,014062063X,OL85892W
8649,1416520384,OL8755341W
8650,0321399536,OL450063W
8651,0486295680,OL16051874W
8652,0130977691,OL68887W
8653,0688001297,OL3747631W
8654,1887368795,OL64208W
8655,0312878273,OL64214W
8656,0765311712,OL64216W
8657,0727860992,OL64222W
8658,0765311402,OL64217W
8659,0765308371,OL64202W
8660,0312878265,OL14912353W
8661,0765308703,OL64221W
8662,1932382720,OL14971739W
8663,1887368884,OL14912285W
8664,0375724931,OL14554W
8665,1581950063,OL14550W
8666,0375702067,OL14552W
8667,0099422174,OL14554W
8668,0099428164,OL14556W
8669,0140389660,OL2718327W
8670,0765344726,OL2718319W
8671,0006751156,OL2718328W
8672,1873448031,OL19411661W
8673,0613996984,OL23166W
8674,155652532X,OL7017015W
8675,0689718764,OL3500257W
8676,0618313664,OL18959287W
8677,0152057080,OL15283786W
8678,0316693251,OL167175W
8679,0446613363,OL167168W
8680,0070488207,OL167167W
8681,0778322998,OL5337390W
8682,0316155608,OL5337360W
8683,0613608704,OL167189W
8684,0312304463,OL3955731W
8685,0375714332,OL1839851W
8686,0312424930,OL1839852W
8687,037550804X,OL1839851W
8688,9706519246,OL6020605W
8689,3546003306,OL8203616W
8690,0802850898,OL61710W
8691,1584793821,OL5745254W
8692,0385338694,OL21002869W
8693,0373250746,OL14907745W
8694,0440241901,OL5730765W
8695,0312932812,OL503093W
8696,0312932804,OL15393905W
8697,0312932782,OL503056W
8698,037377138X,OL503042W
8699,1551668653,OL503089W
8700,155166951X,OL16062728W
8701,0373772513,OL503066W
8702,031294098X,OL15155127W
8703,9500426544,OL14958567W
8704,3442448964,OL503054W
8705,1933771178,OL503048W
8706,849561863X,OL14908944W
8707,0060096683,OL16035303W
8708,1858689104,OL892044W
8709,0722539010,OL892048W
8710,0060988258,OL892056W
8711,3442454085,OL892050W
8712,034911899X,OL797343W
8713,1573227161,OL2698669W
8714,0446358584,OL22906W
8715,0446679097,OL22911W
8716,0446674826,OL22901W
8717,0446679089,OL22908W
8718,0751531243,OL22900W
8719,0446611913,OL22907W
8720,3548253814,OL22906W
8721,0751531200,OL22906W
8722,0375701478,OL8035372W
8723,1852428082,OL15841513W
8724,0756403162,OL15128445W
8725,0451404750,OL14860049W
8726,0743411471,OL5804760W
8727,1842991248,OL2645795W
8728,0152956026,OL16608987W
8729,0977880435,OL8843997W
8730,1930699891,OL3289640W
8731,0714531162,OL5852132W
8732,0521220238,OL2724326W
8733,0752864777,OL56801W
8734,0810936844,OL1977416W
8735,0679767304,OL7920103W
8736,0879239484,OL23095573W
8737,1400030773,OL2751735W
8738,0375509321,OL16050386W
8739,0262693194,OL18396273W
8740,0316014532,OL5836290W
8741,0873527364,OL17896988W
8742,0618485228,OL16032491W
8743,0787976288,OL8561044W
8744,0609801406,OL473546W
8745,0393311392,OL473561W
8746,0674891996,OL473548W
8747,1400051533,OL473551W
8748,0393308197,OL473563W
8749,039330857X,OL473560W
8750,0393311031,OL473558W
8751,0393064980,OL473554W
8752,0684846314,OL27827972W
8753,1572307021,OL3929662W
8754,0099456451,OL6412949W
8755,0688033555,OL481941W
8756,0743286987,OL2754190W
8757,0525945075,OL15132947W
8758,0618436634,OL2923694W
8759,0393326713,OL5772006W
8760,0743266862,OL17740795W
8761,0486450066,OL15330324W
8762,1400041279,OL515201W
8763,0231054750,OL5898468W
8764,0131730363,OL15053126W
8765,0486449823,OL3265463W
8766,0131198777,OL1880167W
8767,0763626295,OL19857W
8768,1857151992,OL15127810W
8769,0517266555,OL19903W
8770,0689877994,OL20121W
8771,0521598222,OL362691W
8772,0198321473,OL362691W
8773,0393974995,OL1142292W
8774,0300119941,OL1142205W
8775,0375759344,OL1142233W
8776,0670032565,OL81625W
8777,0224036408,OL98479W
8778,0689807015,OL15068831W
8779,0689851901,OL61705W
8780,0745635326,OL13665354W
8781,0631198199,OL2960258W
8782,0745628478,OL5959869W
8783,1853754153,OL767627W
8784,0312997833,OL3282168W
8785,0312970749,OL3282237W
8786,0810935937,OL532507W
8787,0131551132,OL532507W
8788,0131935070,OL532507W
8789,1931414165,OL17305966W
8790,0805069372,OL2007690W
8791,0140192077,OL403974W
8792,0892811455,OL8624105W
8793,0140193359,OL19128111W
8794,0312151225,OL13519W
8795,1932382607,OL8369306W
8796,1593074743,OL18816673W
8797,0762104201,OL18517937W
8798,0895772493,OL8235846W
8799,0762100737,OL19573980W
8800,4091263917,OL8783669W
8801,0896892026,OL8634734W
8802,0060936193,OL16029191W
8803,078684907X,OL19789W
8804,1416918086,OL166675W
8805,0743292642,OL8453663W
8806,0805072454,OL462007W
8807,0812539370,OL94498W
8808,0061131245,OL60109W
8809,006447268X,OL60095W
8810,0064473546,OL60143W
8811,0307265781,OL56792W
8812,1902602684,OL14915296W
8813,0099498588,OL56797W
8814,0099498634,OL56782W
8815,0440122090,OL56804W
8816,0099498669,OL56783W
8817,0385335105,OL56785W
8818,0752876872,OL56799W
8819,0752876813,OL56766W
8820,0394863658,OL15796895W
8821,0786222727,OL82563W
8822,0375826890,OL15059051W
8823,0375824049,OL15059034W
8824,0679890548,OL15270163W
8825,0375813683,OL15174154W
8826,0375826882,OL15059072W
8827,8484451143,OL19577644W
8828,0300116187,OL3572390W
8829,034548357X,OL8034371W
8830,0156032597,OL21002789W
8831,1421500914,OL19293508W
8832,1421500906,OL3963397W
8833,1585100374,OL15729809W
8834,0226307654,OL372075W
8835,0375701168,OL14867080W
8836,0872207293,OL45757W
8837,0679409963,OL14867080W
8838,0679761640,OL668682W
8839,0446520594,OL70780W
8840,0679760229,OL17487534W
8841,0375724745,OL668681W
8842,0679761071,OL668683W
8843,4770016050,OL668667W
8844,0679757910,OL668674W
8845,0918172020,OL668670W
8846,2070401677,OL668667W
8847,0552152978,OL453697W
8848,0060890312,OL453989W
8849,0552133256,OL453842W
8850,0060094931,OL453886W
8851,0060855924,OL453676W
8852,0413771164,OL2880312W
8853,055255264X,OL453737W
8854,0060507772,OL453768W
8855,0061020664,OL453660W
8856,0552146080,OL14929070W
8857,0061020702,OL453680W
8858,0060855908,OL453670W
8859,0413772195,OL453707W
8860,0552146730,OL453806W
8861,0552152943,OL453773W
8862,0091898242,OL14929076W
8863,0552152951,OL453654W
8864,0060541873,OL453756W
8865,1857237250,OL14929050W
8866,038560937X,OL453930W
8867,055215315X,OL453787W
8868,0613572173,OL453735W
8869,0552154288,OL453662W
8870,006001234X,OL453885W
8871,0739403451,OL453829W
8872,0060013133,OL453733W
8873,057506885X,OL453768W
8874,0061051586,OL453671W
8875,0060094966,OL453857W
8876,0785110593,OL2373314W
8877,071484330X,OL700333W
8878,0312291450,OL5846217W
8879,080652569X,OL7910621W
8880,0425110427,OL53331W
8881,0451454073,OL15103439W
8882,0399153691,OL8375377W
8883,1590525086,OL3335331W
8884,0142402249,OL17020180W
8885,0425188930,OL457862W
8886,0517681137,OL8278625W
8887,047004604X,OL8204840W
8888,0691008531,OL6684295W
8889,0670820555,OL733961W
8890,0312320191,OL743170W
8891,0812564758,OL20860042W
8892,0345296915,OL5896418W
8893,0275942694,OL4115777W
8894,1574889230,OL5821412W
8895,1580801420,OL1934476W
8896,0465070590,OL2624318W
8897,037380248X,OL5859403W
8898,0786938218,OL7990509W
8899,0590444255,OL8138176W
8900,0804104557,OL15743660W
8901,0515100536,OL17622W
8902,034546639X,OL10332831W
8903,0060922559,OL1914655W
8904,0752858629,OL2664915W
8905,044019069X,OL7135937W
8906,0751504351,OL21377069W
8907,1561796778,OL8870863W
8908,1563050757,OL4126164W
8909,1933110333,OL8826524W
8910,0373771835,OL1902348W
8911,0821764608,OL5687072W
8912,0373117191,OL3759301W
8913,0451180410,OL16457249W
8914,0330307606,OL137271W
8915,1575662450,OL16037591W
8916,068487122X,OL134601W
8917,0684807548,OL134587W
8918,0671728202,OL157814W
8919,0553282808,OL15146654W
8920,1600100295,OL8958135W
8921,000617695X,OL257784W
8922,068987670X,OL568844W
8923,0851742718,OL6469448W
8924,0821746219,OL3571019W
8925,0744005833,OL5744256W
8926,0765305119,OL7924203W
8927,0440421217,OL2688555W
8928,1402728115,OL13750205W
8929,0446617679,OL5813453W
8930,0786939184,OL8262032W
8931,1416912274,OL5838224W
8932,0449908402,OL2723348W
8933,1857236076,OL5683522W
8934,1416502041,OL5683500W
8935,0345335287,OL5683442W
8936,3442249759,OL5683569W
8937,0517199963,OL5683437W
8938,034543949X,OL6552302W
8939,0099409968,OL5683504W
8940,2914370318,OL15331387W
8941,3442352436,OL5683504W
8942,1852521414,OL3353838W
8943,1857230752,OL5683526W
8944,1402736959,OL14949960W
8945,0007104847,OL26293451W
8946,140120242X,OL5746472W
8947,1401211984,OL8699466W
8948,0954734300,OL8774800W
8949,0451412125,OL8135923W
8950,0310217601,OL16892W
8951,1416513418,OL84925W
8952,0671521101,OL84925W
8953,1572308680,OL3507886W
8954,1419954482,OL35661052W
8955,0939631903,OL2231118W
8956,0553096060,OL3918188W
8957,0395044995,OL8001673W
8958,0553563386,OL4293432W
8959,019516895X,OL51175W
8960,0345422910,OL2008234W
8961,0345381114,OL2008233W
8962,0201408252,OL514626W
8963,0805390472,OL514630W
8964,0345461584,OL102544W
8965,0345495845,OL102580W
8966,0345495810,OL102580W
8967,0345406443,OL102537W
8968,2290011150,OL102613W
8969,0345468392,OL14952898W
8970,0345323904,OL102597W
8971,0727845640,OL102594W
8972,0743498291,OL102545W
8973,0441248837,OL20884230W
8974,0345443004,OL102606W
8975,0446362379,OL102564W
8976,0345495837,OL102580W
8977,0671854054,OL14953006W
8978,0060518510,OL102590W
8979,044100847X,OL14952942W
8980,0446352640,OL102583W
8981,0345418611,OL102541W
8982,0143039849,OL10339114W
8983,007141858X,OL1874705W
8984,0439895561,OL6046182W
8985,0679783202,OL20844W
8986,0451526473,OL15027744W
8987,1402726635,OL5712869W
8988,0765348446,OL7924197W
8989,0812513754,OL7924208W
8990,1841491837,OL7924099W
8991,1586633570,OL14942685W
8992,0764587269,OL450063W
8993,0785116346,OL8023178W
8994,074325578X,OL17610997W
8995,1419542249,OL450063W
8996,0553576372,OL4906231W
8997,0452269687,OL450063W
8998,0452273374,OL503317W
8999,076660828X,OL17737685W
9000,0684850621,OL1941144W
9001,0879100362,OL120677W
9002,0671470728,OL4442297W
9003,0895873311,OL1934030W
9004,0373793189,OL5888022W
9005,0373793243,OL5888012W
9006,0670034576,OL9290241W
9007,1400052211,OL15837412W
9008,0760328242,OL5844225W
9009,1569803102,OL2764784W
9010,0061094234,OL15861886W
9011,0876121512,OL528068W
9012,0425039293,OL8107689W
9013,0393703274,OL5851102W
9014,0842356290,OL94269W
9015,0440236630,OL167364W
9016,0820321753,OL3260451W
9017,0689854595,OL1000796W
9018,0671892673,OL99991W
9019,0451211448,OL2949094W
9020,0385496052,OL25910W
9021,0373078544,OL5685331W
9022,1416530746,OL152324W
9023,0553581856,OL1961526W
9024,0756622387,OL7958160W
9025,0756630525,OL2031533W
9026,0756614198,OL18969471W
9027,0761554912,OL5743180W
9028,034547760X,OL222799W
9029,0345449010,OL17470642W
9030,0345463056,OL523461W
9031,1593077092,OL24063913W
9032,0345477383,OL14918812W
9033,0810959364,OL5823551W
9034,1569719624,OL26196069W
9035,0345494768,OL5737104W
9036,0345449037,OL1808949W
9037,0811828034,OL6221167W
9038,075662343X,OL8480218W
9039,1593076274,OL15063276W
9040,0345449029,OL8898599W
9041,1593076401,OL19667076W
9042,0811848833,OL1736051W
9043,1593075537,OL14952582W
9044,0811821846,OL8484788W
9045,0345449002,OL20461707W
9046,0345475828,OL61921W
9047,1569716196,OL18838058W
9048,0439681308,OL2055270W
9049,1593073526,OL18169350W
9050,0099410389,OL523457W
9051,0756611288,OL7960012W
9052,0811828697,OL18729529W
9053,0861714970,OL5723033W
9054,1593077114,OL24063914W
9055,0345428838,OL2727030W
9056,0756611296,OL5861371W
9057,1593075677,OL19293559W
9058,1593074662,OL15303147W
9059,0345463099,OL31362W
9060,1401302335,OL8699628W
9061,0933121261,OL4329671W
9062,0803283857,OL3199495W
9063,1416509089,OL15075515W
9064,1416509380,OL17179W
9065,0373612117,OL4058388W
9066,0060727535,OL2290681W
9067,0306813688,OL1866101W
9068,141652729X,OL8755366W
9069,1596432942,OL20831713W
9070,1577314034,OL2497149W
9071,1577312090,OL4888735W
9072,0385418868,OL2497171W
9073,0316013315,OL3484120W
9074,1592402690,OL25108047W
9075,0810959119,OL8654471W
9076,0060844094,OL272300W
9077,0743235657,OL2979094W
9078,157912058X,OL19458910W
9079,0966264924,OL23095577W
9080,1843537206,OL12283202W
9081,0881885959,OL8237521W
9082,0451207351,OL5911576W
9083,067401636X,OL8275803W
9084,0385315171,OL1918665W
9085,0517581000,OL3791977W
9086,0711983089,OL1944096W
9087,0618251456,OL4183923W
9088,0062736981,OL1682351W
9089,0393328864,OL16068785W
9090,0028621301,OL553912W
9091,0380796988,OL1920451W
9092,0140165304,OL3945379W
9093,0375709223,OL19562019W
9094,0684854465,OL2754191W
9095,1567313981,OL40815W
9096,0451218043,OL5091275W
9097,0553525026,OL14926084W
9098,0375753109,OL1190284W
9099,0701137681,OL1190289W
9100,0800631285,OL2694089W
9101,8172235224,OL1761117W
9102,0471272426,OL13787327W
9103,0393322963,OL4628433W
9104,1573928917,OL2987334W
9105,0471133124,OL2698449W
9106,0934380236,OL8034242W
9107,0439405572,OL121844W
9108,0439405580,OL121819W
9109,0439405599,OL121839W
9110,0142403229,OL121878W
9111,0312878605,OL14931589W
9112,0345452518,OL8339214W
9113,0646418424,OL14956391W
9114,0486297160,OL14956383W
9115,1852424478,OL2761423W
9116,1852426748,OL2761436W
9117,1852424494,OL2761433W
9118,1416912339,OL2585966W
9119,067103443X,OL15045731W
9120,0671691325,OL39705W
9121,0803273592,OL1921703W
9122,1593072287,OL8860083W
9123,1845760182,OL8860083W
9124,1421513943,OL8783377W
9125,0061140503,OL84763W
9126,0373764197,OL15209797W
9127,006000181X,OL15209808W
9128,0373483376,OL15209799W
9129,1401204104,OL6046526W
9130,1563898411,OL6046524W
9131,1401212484,OL489445W
9132,1427802114,OL5855249W
9133,0024181900,OL38285W
9134,1416509372,OL80028W
9135,1587155877,OL459354W
9136,074329243X,OL8423749W
9137,0743272099,OL456106W
9138,1558321829,OL13533508W
9139,0689846177,OL1843754W
9140,0006550436,OL1843703W
9141,0007170408,OL1843757W
9142,1597770760,OL1843703W
9143,1582433453,OL3534124W
9144,0126801266,OL16964388W
9145,0571214266,OL48292W
9146,0571225551,OL48269W
9147,0312172257,OL2634285W
9148,0618074511,OL37694W
9149,0140238131,OL37691W
9150,0618056807,OL16025342W
9151,1578067596,OL2671182W
9152,1842931857,OL7923272W
9153,0394718135,OL102103W
9154,0856684988,OL273392W
9155,044652641X,OL5854260W
9156,1400095298,OL553760W
9157,037570471X,OL553812W
9158,1400095301,OL553827W
9159,037572737X,OL553752W
9160,0061014095,OL20487011W
9161,0684802031,OL2629998W
9162,0743269519,OL2629977W
9163,074329730X,OL8454218W
9164,1594481946,OL15842668W
9165,1594489254,OL2668651W
9166,0151327734,OL17403W
9167,0786702273,OL496334W
9168,140396792X,OL1999108W
9169,1555600387,OL3378298W
9170,0756404320,OL157366W
9171,0756400430,OL15128438W
9172,0756403146,OL157362W
9173,0756403189,OL157369W
9174,0886774446,OL16021880W
9175,0886777992,OL17392318W
9176,0060511133,OL16036190W
9177,0373772521,OL15714514W
9178,1551669048,OL15714535W
9179,0380763397,OL15873W
9180,0060511109,OL15866W
9181,0373771258,OL15714526W
9182,0747253749,OL4669117W
9183,0618339558,OL15054249W
9184,0553586076,OL29311206W
9185,1556526008,OL7017002W
9186,155652644X,OL17113583W
9187,0449236412,OL16059315W
9188,0805072837,OL15215144W
9189,0520239326,OL15215145W
9190,0553372122,OL15215147W
9191,0231124929,OL15215133W
9192,0520040244,OL15215145W
9193,0843104368,OL158548W
9194,0142300195,OL158566W
9195,0451139690,OL81632W
9196,0143039911,OL15215431W
9197,006083093X,OL40978W
9198,1931082723,OL152278W
9199,0060957905,OL152278W
9200,0345350804,OL152278W
9201,0345331052,OL15330951W
9202,0345384229,OL15193472W
9203,1589943074,OL8906135W
9204,0345384210,OL15165929W
9205,0152054510,OL21233494W
9206,0152050868,OL56878W
9207,0152054472,OL56879W
9208,0152051163,OL56867W
9209,8478886745,OL56882W
9210,0197261116,OL1182181W
9211,0373870280,OL15082125W
9212,0486287769,OL16538172W
9213,0486286568,OL15159387W
9214,1551114127,OL2751497W
9215,0761417109,OL2420355W
9216,0761417133,OL2420352W
9217,0761417079,OL2420356W
9218,0761417125,OL2420364W
9219,0761417095,OL2420344W
9220,068483183X,OL8035367W
9221,0195135792,OL13674211W
9222,0425127265,OL14957305W
9223,0070456712,OL3482388W
9224,1932051295,OL15064263W
9225,039330700X,OL473566W
9226,0195101286,OL2927433W
9227,1584655801,OL214809W
9228,0801882982,OL18177634W
9229,0312257376,OL69181W
9230,0451529944,OL69181W
9231,074348777X,OL69181W
9232,0940450798,OL15110917W
9233,0345478231,OL69181W
9234,8483105020,OL15841513W
9235,0142000191,OL502646W
9236,0140157182,OL502642W
9237,0778323560,OL14860043W
9238,0451408691,OL15972199W
9239,0778324788,OL14859986W
9240,0778322734,OL14859969W
9241,1551665719,OL14860022W
9242,0380776049,OL14860033W
9243,0451192524,OL14860014W
9244,082176053X,OL15565957W
9245,0140383190,OL57602W
9246,0142300845,OL57594W
9247,1416520392,OL8755343W
9248,0618196250,OL14851444W
9249,0395971284,OL262061W
9250,0006754899,OL262040W
9251,0618070230,OL14851437W
9252,0395971853,OL14851456W
9253,0812538838,OL24228234W
9254,0836246217,OL525872W
9255,0060081716,OL526041W
9256,0824521234,OL6028861W
9257,0787982377,OL8561045W
9258,0887511120,OL15048209W
9259,1563892472,OL1909103W
9260,1592851614,OL21000099W
9261,0198601735,OL18223525W
9262,0521638763,OL2724331W
9263,0521398339,OL2724335W
9264,1594480672,OL2698668W
9265,1565044045,OL15082784W
9266,1581126506,OL8942754W
9267,0786845031,OL15646314W
9268,1416915044,OL16634775W
9269,3822856495,OL21229225W
9270,0415247969,OL2960260W
9271,0805069569,OL3053604W
9272,1565048202,OL277665W
9273,1568821786,OL277666W
9274,081292763X,OL8296155W
9275,0064440958,OL106089W
9276,0060225351,OL106138W
9277,0064440575,OL106099W
9278,0064441768,OL106088W
9279,0805427775,OL5745251W
9280,092900549X,OL3565211W
9281,0689716044,OL3500254W
9282,0976234963,OL8843996W
9283,0701179791,OL261990W
9284,0701176814,OL937089W
9285,1567921892,OL261996W
9286,0099462109,OL937089W
9287,1585678767,OL937090W
9288,0198145705,OL856864W
9289,4757506201,OL8756274W
9290,4757508557,OL8756261W
9291,4757509669,OL8756250W
9292,4757507917,OL8756260W
9293,4757512309,OL8756252W
9294,0140128468,OL2680433W
9295,1596440783,OL10432709W
9296,1933372133,OL2118306W
9297,0099284294,OL816263W
9298,1840681128,OL1442865W
9299,0816643008,OL18237453W
9300,1560257016,OL2174653W
9301,0060593202,OL15825946W
9302,0380818205,OL2719889W
9303,0060593199,OL2719884W
9304,0060001445,OL2719886W
9305,0060001453,OL2719880W
9306,0060517611,OL2719888W
9307,0767904613,OL1815178W
9308,0231102437,OL18344600W
9309,051722285X,OL134642W
9310,0821718258,OL20805622W
9311,0099601117,OL46901W
9312,0520231511,OL20990175W
9313,0753812932,OL8476843W
9314,1406955817,OL461990W
9315,0553273868,OL15392076W
9316,0553763245,OL17737415W
9317,0763625892,OL468675W
9318,0763618985,OL468676W
9319,0763623326,OL468674W
9320,0763625299,OL8423517W
9321,0763622702,OL468668W
9322,0763630144,OL468673W
9323,0140620273,OL20938W
9324,1857331648,OL15204273W
9325,0521476763,OL16925945W
9326,0765345706,OL14925302W
9327,0765357666,OL90671W
9328,0618439099,OL90672W
9329,1891830600,OL8197340W
9330,1593070691,OL8197341W
9331,0375714766,OL5754212W
9332,2840558599,OL8197338W
9333,0520206398,OL122469W
9334,1857024699,OL15919881W
9335,0865473013,OL12201439W
9336,0425214435,OL152083W
9337,0060084537,OL23252W
9338,0425204308,OL152092W
9339,0425205819,OL261504W
9340,0743484193,OL261507W
9341,0425141233,OL152091W
9342,0758212380,OL18572433W
9343,1844675734,OL790344W
9344,0761956921,OL790321W
9345,0231121008,OL790320W
9346,8497934326,OL457179W
9347,0425213617,OL8110359W
9348,0060002050,OL895225W
9349,0312352360,OL5738532W
9350,1419953966,OL8110244W
9351,0821780573,OL9629443W
9352,3861878755,OL8775821W
9353,0786809604,OL5759841W
9354,0060760826,OL14915998W
9355,0064408744,OL66228W
9356,0064405958,OL16031412W
9357,0060546573,OL66215W
9358,3423242302,OL14916009W
9359,0312346069,OL8844837W
9360,0764136313,OL3913730W
9361,0618084746,OL14864437W
9362,0141185228,OL14864437W
9363,1857152743,OL20935016W
9364,1400042062,OL26437W
9365,0684804425,OL468564W
9366,0140435190,OL411285W
9367,0674673778,OL50554W
9368,0786812915,OL50549W
9369,0061120065,OL1890322W
9370,0310259665,OL23885311W
9371,0020518609,OL15332376W
9372,094180755X,OL19151939W
9373,0312315732,OL2698261W
9374,0316890669,OL3459164W
9375,0142001740,OL2941508W
9376,1841952885,OL1963549W
9377,0553011804,OL103134W
9378,0316911488,OL5712522W
9379,0805850848,OL21226043W
9380,0330375466,OL5844096W
9381,1550546007,OL1963546W
9382,006052510X,OL1963540W
9383,0851513344,OL487053W
9384,0316013307,OL3459163W
9385,0521002931,OL8016592W
9386,1555424430,OL2690627W
9387,0743484878,OL361466W
9388,0872861902,OL1442923W
9389,0809015560,OL4119900W
9390,1400031184,OL12147W
9391,0440169127,OL16062218W
9392,0192803468,OL3531112W
9393,0425151042,OL15929929W
9394,0812565886,OL66544W
9395,0515133086,OL5687085W
9396,0192804782,OL66562W
9397,0140434259,OL66562W
9398,159308336X,OL66562W
9399,1593080492,OL66562W
9400,1586633791,OL14941758W
9401,0316831115,OL85714W
9402,0688140718,OL4617533W
9403,0967469783,OL15835052W
9404,0345910907,OL3378547W
9405,1559277580,OL471871W
9406,1400076501,OL17381303W
9407,0786848693,OL5725956W
9408,8497939212,OL5725964W
9409,0439573882,OL5725961W
9410,0307343111,OL5725961W
9411,0670913529,OL5725961W
9412,156898619X,OL2629307W
9413,0440238404,OL17735848W
9414,0312980388,OL16061405W
9415,0743252217,OL2928847W
9416,0679406832,OL3014037W
9417,184046268X,OL19437666W
9418,0878510370,OL16468035W
9419,0192840312,OL2252006W
9420,1553100662,OL5581516W
9421,0813025931,OL4470760W
9422,0689863128,OL15072858W
9423,0380813866,OL14082W
9424,0674006720,OL8104707W
9425,0684182602,OL62979W
9426,068981836X,OL14942956W
