,Unnamed: 0,work,subjects,people,times,places
3376,3376,OL45503W,"['Taoism', 'Chinese Philosophy', 'Asian Philosophy', 'Taoísmo', 'Taoist Philosophy', 'Chinese classics', 'Taoist literature', 'Sacred books', 'Chinese Taoist literature', 'Early works to 1800', 'Concordances', 'Military art and science', 'Translations into Russian', 'Classic Literature', 'Fiction', 'Commentaries', 'Taoïsme', 'Laozi, dao de jing', 'Laozi', 'Philosophy, chinese', 'Taoismus', 'China', 'Philosophie', 'Dao de jing (Laozi)', 'Religious literature', 'Taoism Philosophy', 'PHILOSOPHY', 'Taoist', 'Tau-te-tjing (Lau-tse)']","['Laozi', 'Tao']",,['China']
3377,3377,OL15056617W,"['Authorship', 'Science fiction', 'History and criticism', 'Le guin, ursula k., 1929-2018', 'Science fiction, authorship', 'Science fiction, history and criticism']",['Ursula K. Le Guin (1929-2018)'],,
3378,3378,OL59863W,"['Anarchism', 'Anarquismo', 'Ciencia-ficción', 'Communal living', 'Ficción', 'Fiction', 'Fiction in English', 'Físicos', 'Hugo Award Winner', 'Life on other planets', 'Novela utópica', 'Physicists', 'Science fiction', 'Utopias', 'Vida comunal', 'Vida en otros planets', 'award:hugo_award=1975', 'award:hugo_award=novel', 'Long Now Manual for Civilization', 'Fiction, science fiction, general', 'American Science fiction', 'Interplanetary voyages', 'American literature', 'award:nebula_award=novel']",,,
3379,3379,OL15056554W,['American Science fiction'],,,
3380,3380,OL20102714W,"['award:nebula_award=novel', 'Ged (fictitious character), fiction', 'Fiction, fantasy, general', 'Ged (Fictitious character)', 'Fiction', 'Magic', 'Wizards']",,,
3381,3381,OL59790W,"['Imaginary Voyages', 'Imaginary societies', 'American Fantasy fiction', 'Fiction, fantasy, general', 'Fiction, science fiction, space opera', 'Fiction, fantasy, collections & anthologies', 'Voyages, imaginary', 'Fiction', 'Science fiction, fantasy, horror', 'Fiction, general']",,,
3382,3382,OL59806W,"['Fiction, fantasy, general', 'Earthsea (imaginary place), fiction', 'Magic', 'Wizards', 'Magic in fiction', 'Fiction', 'Ged (Fictitious character)', 'Earthsea (Imaginary place)', 'Wizards in fiction', 'American Fantasy fiction', 'Juvenile fiction']",,,
3383,3383,OL59812W,"['Fantasy', 'Ged (Fictitious character)', 'Magic', 'Wizards', 'Fiction', 'Juvenile fiction', 'Ged (fictitious character), fiction', 'Fiction, fantasy, general', ""Children's fiction"", 'Fantasy fiction', 'Magic, fiction', 'Wizards, fiction', 'Short stories', 'American Fantasy fiction', 'American Short stories', 'Earthsea (Imaginary place)', 'Magos', 'Magia', 'Cuentos', 'Novela fantástica estadounidense', 'Ficción', 'Fiction, fantasy, collections & anthologies', 'Fiction, short stories (single author)', 'Earthsea (imaginary place), fiction']",,,
3384,3384,OL59841W,"['Cats', 'Juvenile fiction', 'Fiction', 'Cats -- Fiction', ""Children's fiction"", 'Self-reliance, fiction', 'Girls, fiction', 'Cats, fiction', 'Fantasy fiction', 'Birds, fiction']",,,
3385,3385,OL59801W,"['Magic', 'Novela fantástica estadounidense', 'Magic in fiction', 'Fiction', 'Fantasy', 'Wizards', 'American Fantasy fiction', ""Children's stories"", 'Wizards in fiction', 'Magic -- Fiction', 'Wizards -- Fiction', 'Fantasy fiction', 'Newbery Honor', 'Fiction, general', 'Large type books', 'Women priests', 'Juvenile fiction', 'Thieves', 'Tombs', 'Adventure stories', 'Young adult fiction', 'Fantastic fiction', ""Children's Books - Young Adult Fiction"", 'Children: Young Adult (Gr. 10-12)', 'Science Fiction, Fantasy, & Magic', 'Juvenile Fiction / Science Fiction, Fantasy, Magic', ""Children's fiction"", 'Ged (Fictitious character)', 'Ged (Fictional character)', 'Hiding places', 'Earthsea (Imaginary place)', 'Fiction, science fiction, general', 'Fiction, fantasy, general']",,,
3386,3386,OL59844W,"['Cats', 'Juvenile fiction', 'Fiction', 'Feral cats', 'Kittens', ""Children's fiction"", 'Horror stories', 'Cats, fiction', 'Fantasy fiction', 'Human-animal relationships, fiction', 'Flight, fiction']",,,
3387,3387,OL59832W,"['Cats', 'Fiction', 'Juvenile fiction', 'Cats -- Fiction', ""Children's fiction"", 'Adventure and adventurers, fiction', 'Cats, fiction', 'Science Fiction, Fantasy, & Magic', 'Juvenile Fiction', ""Children's 4-8 - Fiction - General"", 'Children: Grades 3-4', 'Readers - Chapter Books', 'Animals - Cats']",,,
3388,3388,OL59855W,"['Magic', 'Magia', 'Fantasy fiction', 'Fiction in English', 'Fiction', 'Fantasy', 'Wizards', ""Children's stories"", 'Ficción', 'Large type books', 'American Science fiction', 'Juvenile fiction', 'Fiction, fantasy, general', 'Ged (fictitious character), fiction', ""Children's fiction"", 'Magic, fiction', 'Ged (Fictitious character)', 'American Fantasy fiction', 'Imaginary places']",,,
3389,3389,OL15395657W,"['Collections of games', 'Chess', 'Biography', 'Chess players', 'Chess - General', 'Games / Gamebooks / Crosswords', 'Games/Puzzles', 'Chess, collections of games', 'Tal, mikhail nekhemevich, 1936-1992']","['Mihails Tāls (1936-)', 'Mikhail Talʹ (1936-)']",,['Latvia']
3390,3390,OL19570554W,"['Schaken', 'Collections of games', 'Tournaments, 1960', 'Tweekampen', 'Chess', 'Tal, mikhail nekhemevich, 1936-1992', 'Botvinnik, mikhail moiseevich, 1911-1995', 'Chess, tournaments']","['Mihails Tāls (1936-)', 'M. M. Botvinnik (1911-1995)']",,
3391,3391,OL8753024W,,,,
3392,3392,OL8753023W,,,,
3393,3393,OL8753015W,"['Fiction', 'Gorilla', 'Juvenile delinquents', 'Reformatories', 'Robots']",,,
3394,3394,OL8753040W,"['Robots', 'Fiction', 'Gorilla', 'Reformatories', 'Juvenile delinquents']",,,
3395,3395,OL12709458W,,,,
3396,3396,OL492342W,['Fantasy'],,,
3397,3397,OL9000872W,,,,
3398,3398,OL9000873W,"['Space warfare', 'Fiction', 'Genetic engineering', 'Social classes', 'Man-woman relationships', 'Guerre spatiale', 'Romans, nouvelles', 'Classes sociales', 'Relations entre hommes et femmes']",,,
3399,3399,OL5827360W,"['Anecdotes', 'cooking', 'French Cookery', 'Women cooks', 'blog', 'Nonfiction', 'Biography & Autobiography', 'French Cooking', 'Child, julia, 1912-2004', 'Cooking, french', 'Cooks, biography', 'Women, united states, biography', 'Cuisinières (Personnes)', 'Large type books']","['Julia Child', 'Julia. Mastering the art of French cooking Child', 'Julie Powell']",,
3400,3400,OL25078646W,"['Japan, fiction', 'Fiction, general']",,,
3401,3401,OL60097W,"['Magic', 'Witchcraft', 'Paranormal fiction', 'Juvenile fiction', 'Fiction', 'Fantasy', 'Science Fiction, Fantasy, & Magic', ""Children's Books/Ages 9-12 Fiction"", 'Children: Grades 4-6', 'Humorous Stories', 'Juvenile Fiction / General', ""Children's 9-12 - Fiction - Fantasy"", ""Children's fiction"", 'Magic, fiction', 'Witchcraft, fiction', 'Fantasy fiction', 'Juvenile Fiction', 'Fiction, action & adventure', 'Fiction, fantasy, general']",,,
3402,3402,OL32449267W,"['Astronautics, biography']",,,
3403,3403,OL8783024W,"['Graphic novels', 'Fantasy comic books, strips']",,,
3404,3404,OL8783025W,"['Graphic novels', 'Fantasy comic books, strips']",,,
3405,3405,OL8783039W,"['Kings and rulers', 'Graphic novels', 'High school students', 'Comic books, strips', 'Ancient History', 'Fantasy comic books, strips', 'Kings, queens, rulers', 'Ishtar (Assyro-Babylonian deity)', 'Time travel']",,,['Japan']
3406,3406,OL8783036W,"['Graphic novels', 'Fantasy comic books, strips', 'Comics & graphic novels, manga, fantasy', 'Siblings, fiction']",,,
3407,3407,OL16042758W,"['Graphic novels', 'Comic books, strips']",,,['Japan']
3408,3408,OL5856233W,"['Fellowship', 'Man-woman relationships', 'Comic books, strips']",,,
3409,3409,OL8831838W,"['Schools, fiction', ""Children's fiction""]",,,
3410,3410,OL5962545W,"['Death', 'Women interpreters', 'Fiction', 'Korean Americans', 'Parents', 'Women translators', 'Fiction, general']",,,['New York (N.Y.)']
3411,3411,OL5726535W,"['Fiction, fantasy, general']",,,
3412,3412,OL554701W,"['Fiction', 'Midkemia (Imaginary place)', 'Wizards', 'Pug (Fictitious character)', 'Fiction, fantasy, general', 'Pug (fictitious character), fiction', 'Midkemia (imaginary place), fiction']",,,
3413,3413,OL554711W,"['Fantasy', 'Midkemia (Imaginary place)', 'Imaginary places', 'Magicians', 'Fiction', 'Apprentices', 'Fiction, fantasy, epic', 'Midkemia (imaginary place), fiction', 'Pug (fictitious character), fiction', 'Comics & graphic novels, fantasy', 'Comics & graphic novels, general', 'Comic books, strips', 'Soldiers', 'Fantasy comic books, strips', 'American Young adult fiction']",,['Midkemia'],
3414,3414,OL554726W,"['Fiction', 'Midkemia (Imaginary place)', 'Wizards', 'Pug (Fictitious character)', 'Fantasy', 'Fiction, fantasy, general', 'Midkemia (imaginary place), fiction', 'Pug (fictitious character), fiction', 'Pug (Fictional character)', 'Fantasy fiction', 'Large type books']",,,
3415,3415,OL13954W,"['Fiction, science fiction, short stories', 'Fiction, fantasy, short stories', 'Fiction, fantasy, collections & anthologies']",,,
3416,3416,OL13992W,"['Fiction', 'Hindu Gods', 'Hugo Award Winner', 'Space colonies', 'award:hugo_award=1968', 'award:hugo_award=novel', 'Philosophy', 'Literature', 'Fiction, science fiction, general', 'Hindu gods']",,,
3417,3417,OL2397787W,,,,
3418,3418,OL29259W,"['Beka Cooper', 'Tortall', 'Magic', 'Juvenile fiction', 'Fiction', 'Fantasy', 'Police', 'Fantasy fiction', 'Mystery fiction', 'Mystery and detective stories', 'New York Times bestseller', 'nyt:series_books=2011-10-22', 'Midieval', 'Rogue', 'Reading Level-Grade 7', 'Reading Level-Grade 6', 'Reading Level-Grade 9', 'Reading Level-Grade 8', 'Reading Level-Grade 11', 'Reading Level-Grade 10', 'Reading Level-Grade 12', ""Children's fiction"", 'Magic, fiction', 'Police, fiction']",,,
3419,3419,OL29286W,"['Fiction', 'Song of the Lioness', 'Tortall', 'Knights and knighthood', 'Sex role', 'Knights and knighthood in fiction', 'Sex role in fiction', 'Alanna (Fictitious character : Pierce)', 'Juvenile fiction', 'Fantasy fiction', 'Middle Ages in fiction', 'Middle Ages', 'Reading Level-Grade 7', 'Reading Level-Grade 6', 'Reading Level-Grade 9', 'Reading Level-Grade 8', 'Reading Level-Grade 11', 'Reading Level-Grade 10', 'Reading Level-Grade 12', ""Children's fiction"", 'Science fiction', 'Fiction, fantasy, general', 'Girls, fiction', 'Adventure and adventurers, fiction', 'Jumeaux', 'Romans, nouvelles', 'Rôle selon le sexe', 'Chevaliers']",,,
3420,3420,OL15005603W,"['Soldiers', 'Self-realization', 'Fiction', 'Short stories', 'American Short stories', 'Juvenile fiction', 'Heroes']",,,
3421,3421,OL29247W,"['The Immortals', 'Daine', 'Tortall', 'Fantasy', 'Human-animal communication', 'Juvenile fiction', 'Paranormal fiction', 'Fantasy fiction', 'Human-animal relationships, fiction', 'Supernatural, fiction', ""Children's fiction"", 'Fiction', 'Supernatural', 'Animal communication', 'Reading Level-Grade 7', 'Reading Level-Grade 9', 'Reading Level-Grade 8', 'Reading Level-Grade 10', 'Kings, queens, rulers, etc., fiction', 'Adventure and adventurers, fiction', 'Fiction, fantasy, epic']",,,
3422,3422,OL29255W,"['The Immortals', 'Daine', 'Numair', 'Tortall', 'Fantasy', 'Human-animal communication', 'Fiction', 'Supernatural', 'Juvenile fiction', 'Magic', 'YA', 'in library', 'Paranormal fiction', 'Daine Sarrasri (Fictitious character)', 'Adventure and adventurers, fiction', ""Children's fiction"", 'Fantasy fiction', 'Supernatural, fiction', 'Human-animal relationships, fiction']",,,
3423,3423,OL29250W,"['Alanna (Fictitious character : Pierce)', 'Song of the Lioness', 'Tortall', 'Knights and knighthood', 'Fiction', 'Women heroes', 'Juvenile fiction', 'Sex role', 'Fantasy', ""Children's fiction"", 'Fantasy fiction', 'Wizards', 'Princes', 'Knights and knighthood, fiction', 'Princes, fiction', 'Wizards, fiction', 'Gods, fiction']",,,
3424,3424,OL29261W,"['The Immortals', 'Tortal', 'Daine', 'Paranormal fiction', 'Juvenile fiction', 'Human-animal communication', 'Alanna (Fictitious character : Pierce)', ""Children's fiction"", 'Magic, fiction', 'Numair', 'Tortall', 'Magic', 'Fiction', 'Fantasy', 'Supernatural', 'Wolves', 'Large type books', 'Supernatural, fiction', 'Fantasy fiction', 'Young adult fiction', 'Teen fantasy fiction', 'Fiction, fantasy, epic', 'Child and youth fiction']",,,
3425,3425,OL29251W,"['Alanna (Fictitious character : Pierce)', 'Knights and knighthood', 'Fiction', 'Song of the Lioness', 'Tortall', 'Fantasy', 'Juvenile fiction', ""Children's fiction"", 'Lion, fiction', 'Fantasy fiction', 'Sex role', 'Knights and knighthood, fiction', 'Sex role, fiction']",,,
3426,3426,OL3296485W,"['Gardening', 'Nature', 'Human-plant relationships', 'Nonfiction', 'Plants and civilization', 'Ethnobotany', 'Nature, effect of human beings on', 'Large type books']","['William Ellery Jones', 'Johny Appleseed', 'John Chapman', 'Forsline', 'Jack Goody', 'Anna Pavord', 'Carolus Clusius', 'Richard Dawkins (1941-)', 'Carl Sagan (1934-1996)', 'Charles Darwin (1809-1882)', 'Idaho']",,"['Mount Vernon', 'Ohio', 'Mansfield', 'Cincinnati', 'Geneva', 'New York', 'Amsterdam', 'Manhattan', 'Milford', 'Mexico', 'California']"
3427,3427,OL2773255W,"['Juvenile fiction', 'Short stories', 'Children, fiction', ""Children's fiction""]",,,
3428,3428,OL2938963W,['Perfumes'],,,
3429,3429,OL71037W,"['the Blitz', 'fauns', 'Turkish Delight', 'lions', ""English Children's stories"", 'Fantasy & Magic', 'Action & Adventure', 'Classics', 'juvenile works', 'English Fantasy fiction', 'Witches', 'Winter', 'Science Fiction & Fantasy', 'English Christian fiction', 'Spanish language materials', 'Fiction', 'Good and evil', 'Leones', 'christianity', 'Open Library Staff Picks', 'Brujas', 'Magic', 'Translations from English', ""Children's stories, English"", 'Ficción juvenil', 'Novela fantástica', 'open_syllabus_project', 'siblings', 'Fantasy fiction', 'Juvenile fiction', 'Bien y mal', 'Fantasy', 'Fairy tales', 'Lion', 'JUVENILE FICTION / Fantasy & Magic', 'Narnia (Imaginary place)', 'JUVENILE FICTION / Classics', 'Children', 'Animals', 'Aslan the Lion (Fictitious character)', 'JUVENILE FICTION / Action & Adventure', 'Friendship', 'Narnia (Lugar imaginario)', 'Narnia (imaginary place), fiction', ""Children's fiction"", 'Large type books', ""Children's literature, study and teaching"", 'British and irish fiction (fictional works by one author)', 'Adventure and adventurers, fiction', 'Child and youth fiction', 'Lion, fiction', 'Witches, fiction', 'Short stories', 'Literature and fiction, fantasy', 'Fiction, fantasy, general', 'Fiction, action & adventure', 'Pictorial works', 'Fiction, thrillers, general']","['Aslan', 'Lucy Pevensie', 'Susan Pevensie', 'Edmund Pevensie', 'Peter Pevensie', 'Jadis the White Witch', 'Mr. Beaver', 'Mrs. Beaver', 'Giant Rumblebuffin', 'Father Christmas', 'Maugrim', 'Mr. Tumnus', 'Digory Kirke', 'Richard Rahl', 'Aslan the Lion (Fictitious character)']","['1940', '1941']","['England', 'Narnia', 'Narnia (Imaginary place)', 'Narnia  (Imaginary place)s', 'Narnia (Lugar imaginario)', 'London', 'Cair Paravel', 'Stone Table']"
3430,3430,OL516751W,"['Good and evil', 'Imaginary places', 'Imaginary wars and battles', 'Dwarfs', 'Forgotten realms (Imaginary place)', 'Elves', 'Fiction', 'Fiction, fantasy, general', 'Fantasy']",,,
3431,3431,OL1946962W,"['Brothers and sisters', 'Juvenile fiction', 'Fiction', 'Fantasy', 'Wizards', 'Princesses', 'Eldearth (Imaginary place)', 'Good and evil', 'Witches', ""Children's fiction"", 'Adventure and adventurers, fiction', 'Wizards, fiction', 'Apprentices, fiction']",,,
3432,3432,OL554687W,"['Fiction', 'Magicians', 'Midkemia (Imaginary place)', 'Jimmy the Hand (Fictitious character)', 'Apprentices', 'Pug (Fictitious character)', 'Riftwar Saga', 'Thomas (Fictitious Character)', 'Midkemia (imaginary place), fiction', 'Fiction, fantasy, epic', 'Pug (fictitious character), fiction']",,,
3433,3433,OL4286640W,"['Fiction', 'Carnival owners', 'Monsters', 'Family', 'Families', 'Circus performers', 'Freak shows', 'Fiction, sagas']",,,
3434,3434,OL66271W,"['Fiction', 'Children: Grades 3-4', ""Children's fiction"", 'Boys, fiction']",,,
3435,3435,OL554690W,"['Fantasy fiction', 'Fiction', 'Kidnapping', 'Brothers', 'Twins', 'Midkemia (Imaginary place)', 'Princes', 'Fiction, fantasy, epic', 'Twins, fiction', 'Brothers, fiction', 'Midkemia (imaginary place), fiction']",,,
3436,3436,OL554695W,"['Fiction', 'Magic', 'Jimmy the Hand (Fictitious character)', 'Pug (Fictitious character)', 'Midkemia (Imaginary place)', 'Fantasy', 'Young men', 'Heroes', 'Imaginary wars and battles', 'Fiction, fantasy, epic', 'Pug (fictitious character), fiction', 'Midkemia (imaginary place), fiction', 'Fiction, fantasy, general']",,,
3437,3437,OL554696W,"['Midkemia (Imaginary place)', 'Fiction', 'Fantasy', 'Suspense', 'Imaginary wars and battles', 'Fiction, science fiction, general', 'Pug (Fictitious character)', 'Fiction, fantasy, general']",,,
3438,3438,OL7924190W,"['Fantasy fiction', ""Rand al'Thor (Fictitious character)"", 'Fiction', 'Kidnapping', 'Rescues', 'Weather', 'Fantasy', 'Magic', 'FICTION / Fantasy / Epic', 'Heat waves (Meteorology)', 'Fiction, fantasy, epic', ""Rand al'thor (fictitious character), fiction"", 'Fiction, fantasy, general', 'American literature']",,,
3439,3439,OL7924207W,"['Magic', ""Rand al'Thor (Fictitious character)"", 'Imaginary places', 'Secrets', 'Fantasy fiction', 'Princesses', 'Fiction', 'Prophecies', 'Fantasy', 'Quests', 'Good and evil', 'Fiction, fantasy, epic', ""Rand al'thor (fictitious character), fiction"", 'American literature']",['Kin. Collars and leashed'],,"['CAMLIN', 'EBU DA']"
3440,3440,OL7924172W,"['Fantasy', 'Fiction, fantasy, epic', ""Rand al'thor (fictitious character), fiction"", 'Fantasy fiction', ""Rand al'Thor (Fictitious character)"", 'Fiction', 'Fiction, fantasy, general', 'American literature']",,,
3441,3441,OL937456W,"['Schizophrenics', 'Schizofrenie', 'Mathématiciens', 'Mentally ill', 'Biographies', 'Mathematicians', 'Nobelprijzen', 'Economen', 'Schizophrenia', 'Wiskundigen', 'Mathematics', 'Speltheorie', 'Biography', 'Schizophrenics, biography', 'Mathematicians, biography', 'Large type books', 'Mathe maticiens', 'E tats-Unis', 'Prix Nobel de sciences e conomiques', 'Prix Nobel de sciences économiques', 'États-Unis']","['John F. Nash (1928-)', 'John F. Nash Jr. (1928-2015)', 'John F. Nash']",,"['United States', 'États-Unis']"
3442,3442,OL675422W,"['Psychology', 'Interpersonal communication', 'Thought and thinking', 'Conversation', 'Nonfiction', 'Interest (Psychology)', 'Creative thinking', 'Self-Improvement', 'Personality', 'Self-actualization (psychology)']",,,
3443,3443,OL8666032W,"['Doctrines', 'Buddhism', 'Theravāda Buddhism', 'Spiritual life', 'Vipaśyanā (Buddhism)', 'Spiritual life (Buddhism)']",,,
3444,3444,OL6032731W,,,,
3445,3445,OL6032717W,"['Fantasy fiction', 'Fiction', 'Kings', 'Princesses', 'Good and evil']",,,
3446,3446,OL6032735W,"['Fiction, fantasy, general']",,,
3447,3447,OL6032736W,"['Magic', 'Fiction', 'Fiction, fantasy, general', 'Fiction, fantasy, epic']",,,
3448,3448,OL6032738W,"['Fiction, fantasy, general', 'Young women, fiction']",,,
3449,3449,OL6032739W,"['Fiction', 'Juvenile Fiction', 'Sisters', 'Supernatural', 'Juvenile fiction', 'Magic', ""Children's fiction"", 'Magic, fiction', 'Sisters, fiction', 'Supernatural, fiction', 'Paranormal fiction']",,,
3450,3450,OL20830856W,"['Fiction, fantasy, general']",,,
3451,3451,OL6032737W,"['Birthfathers', 'Fathers and sons', 'Vikings', 'Fiction']",,,['Orkney (Scotland)']
3452,3452,OL3457531W,"['Depression, Mental', 'award:national_book_award=2001', 'Análisis de casos', 'Mental Depression', 'National Book Award Winner', 'Depresíon mental', 'Personas deprimidas', 'Case studies', 'Depression', 'award:national_book_award=nonfiction', 'Personal Narratives', 'Depressies (psychiatrie)', 'Depressed persons', 'Depression (Psychology)', 'Lambda Literary Awards', 'Lambda Literary Award Winner', 'LGBTQ biography and memoir', 'New York Times reviewed', 'Depression, mental', 'Mentally ill, biography']",['Andrew Solomon (1963-)'],,
